OONOPI,NLI3PI,CTYPPI,CNAMPI,CURLPI,DTYPPI,DVALPI,PORTPI,POETPI,CCDEPI
0046807-180524-1648121931                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1648121931                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1654016109                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1658536308                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1658591968                         ,1,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-1658591968                         ,2,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-1658591968                         ,3,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-1658591968                         ,4,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-1702109625                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,精選會員獨享-單筆滿699現折100-2                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,1DLQ-KO4Z-4ESY-5NMY                               
0046807-180524-1702212352                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1702212352                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1703536305                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-3                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,PWRG-HJFX-KA0B-WDIG                               
0046807-180524-1703592446                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1731507516                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1731507516                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,【樂天會員生日獻禮】專屬150元生日金-5月全會員-2                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,150                                               ,                                                  ,                                                  ,1SOW-KBIC-KN6G-QS6U                               
0046807-180524-1733125358                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1742448514                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,201805台新卡友首購獨享888折100                                                                                                                                                                                                                        ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,3BHF-1TKO-GX9O-MFDY                               
0046807-180524-1747065963                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,精選會員獨享-單筆滿699現折100-2                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,DW2T-XRQW-OFVQ-PD6R                               
0046807-180524-1747065963                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1747275773                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,大家電 全系列92折                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1748479461                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,精選會員獨享-單筆滿699現折100                                                                                                                                                                                                                       ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,SQOF-9Z9H-PA4C-ZEDO                               
0046807-180524-1748479461                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1748597715                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1749207867                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,精選會員獨享-單筆滿699現折100-2                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,D7TN-SJ3J-OR3E-NUNJ                               
0046807-180524-1749207867                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1754336270                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,小家電系列92折                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1754336270                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,2018_05 點數兌換優惠券_4000折400                                                                                                                                                                                                                      ,https://pointexchange.rakuten.com.tw/exchange/                                                                                                                                                                                                            ,AMOUNT_OFF                                        ,400                                               ,                                                  ,                                                  ,JRIV-9JSF-5FOZ-LH7H                               
0046807-180524-1756143378                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,goyomoney-5月新會員首購獨享 499折70                                                                                                                                                                                                                   ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,70                                                ,                                                  ,                                                  ,BIH6-VV9K-2G7T-IF1L                               
0046807-180524-1758118020                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,5月新會員有好康 - 499折70                                                                                                                                                                                                                             ,https://www.rakuten.com.tw/user/new/newmember180501/                                                                                                                                                                                                      ,AMOUNT_OFF                                        ,70                                                ,                                                  ,                                                  ,VILK-FSFA-C4QI-KQA4                               
0046807-180524-1801089112                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,精選會員獨享-單筆滿699現折100                                                                                                                                                                                                                       ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,EO8A-BMJO-KARE-ZKML                               
0046807-180524-1801089112                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805449163                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805449163                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805449163                         ,3,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,QFEC-BEOQ-EZWF-R8KN                               
0046807-180524-1805449163                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805449163                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805526107                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1805526107                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,XJEK-NDNN-PPNC-970W                               
0046807-180524-1808584663                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,TZ2S-RGP7-YGW5-KYFT                               
0046807-180524-1808584663                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1811061685                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-1811061685                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,LDTH-KKNF-74UY-QFVN                               
0046807-180524-1812556676                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
